ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
16950	"ENSG00000114302.16"	"PRKAR2A"	chr3	-	48752175	48752317	48746585	48751718	48765003	48765078	16950	9	2			291	149	NA	NA	0.697		NA
16967	"ENSG00000116147.17"	"TNR"	chr1	-	175396543	175396807	175393779	175393895	175406215	175406364	16967	29	4			298	149	NA	NA	0.784		NA
16968	"ENSG00000116147.17"	"TNR"	chr1	-	175403139	175403616	175396543	175396807	175406215	175406777	16968	49	0			298	149	NA	NA	1.0		NA
16969	"ENSG00000137312.15"	"FLOT1"	chr6	-	30740678	30740798	30740495	30740591	30742146	30742203	16969	18	0			269	149	NA	NA	1.0		NA
16970	"ENSG00000137312.15"	"FLOT1"	chr6	-	30741189	30741333	30740678	30740798	30742146	30742307	16970	14	1			293	149	NA	NA	0.877		NA
16971	"ENSG00000137312.15"	"FLOT1"	chr6	-	30741613	30741704	30741189	30741333	30741791	30741867	16971	48	0			240	149	NA	NA	1.0		NA
16973	"ENSG00000137312.15"	"FLOT1"	chr6	-	30741791	30741867	30741189	30741333	30742146	30742203	16973	25	0			225	149	NA	NA	1.0		NA
16975	"ENSG00000081237.20"	"PTPRC"	chr1	+	198696711	198696909	198692346	198692373	198699563	198699620	16975	2	8			298	149	NA	NA	0.111		NA
16976	"ENSG00000081237.20"	"PTPRC"	chr1	+	198699563	198699704	198692346	198692373	198703297	198703346	16976	13	10			290	149	NA	NA	0.4		NA
16980	"ENSG00000102119.12"	"EMD"	chrX	+	154379689	154379794	154379294	154379566	154379941	154380019	16980	30	0			254	149	NA	NA	1.0		NA
16981	"ENSG00000160213.9"	"CSTB"	chr21	-	43774657	43774759	43773665	43774330	43776203	43776308	16981	109	0			251	149	NA	NA	1.0		NA
16982	"ENSG00000085117.12"	"CD82"	chr11	+	44566272	44566330	44565640	44565736	44587474	44587556	16982	0	17			207	149	NA	NA	0.0		NA
16983	"ENSG00000085117.12"	"CD82"	chr11	+	44585142	44585292	44565679	44565736	44587474	44587556	16983	0	17			298	149	NA	NA	0.0		NA
16984	"ENSG00000085117.12"	"CD82"	chr11	+	44587709	44587886	44587474	44587556	44594642	44594725	16984	0	29			298	149	NA	NA	0.0		NA
16985	"ENSG00000085117.12"	"CD82"	chr11	+	44605354	44605429	44605057	44605182	44615271	44615295	16985	13	0			224	149	NA	NA	1.0		NA
16986	"ENSG00000085117.12"	"CD82"	chr11	+	44618639	44618723	44618161	44618365	44619048	44619126	16986	20	0			233	149	NA	NA	1.0		NA
16994	"ENSG00000148187.18"	"MRRF"	chr9	+	122313226	122313386	122291748	122291840	122322539	122322678	16994	13	0			298	149	NA	NA	1.0		NA
16998	"ENSG00000168300.14"	"PCMTD1"	chr8	-	51860844	51861246	51845660	51845763	51898929	51899036	16998	11	0			298	149	NA	NA	1.0		NA
17001	"ENSG00000234741.9"	"GAS5"	chr1	-	173864483	173864506	173863900	173864304	173864674	173864704	17001	38	0			172	149	NA	NA	1.0		NA
17003	"ENSG00000234741.9"	"GAS5"	chr1	-	173864483	173864704	173864256	173864304	173865228	173865282	17003	10	0			298	149	NA	NA	1.0		NA
17008	"ENSG00000234741.9"	"GAS5"	chr1	-	173864674	173864704	173863900	173864506	173865228	173865282	17008	39	0			179	149	NA	NA	1.0		NA
17011	"ENSG00000234741.9"	"GAS5"	chr1	-	173865228	173865282	173864256	173864704	173865470	173865547	17011	25	0			203	149	NA	NA	1.0		NA
17012	"ENSG00000234741.9"	"GAS5"	chr1	-	173865228	173865282	173864256	173864704	173865509	173865547	17012	20	0			203	149	NA	NA	1.0		NA
17013	"ENSG00000234741.9"	"GAS5"	chr1	-	173865470	173865547	173864143	173865282	173865856	173865894	17013	14	0			226	149	NA	NA	1.0		NA
17020	"ENSG00000234741.9"	"GAS5"	chr1	-	173866176	173866206	173865856	173865894	173866527	173866567	17020	11	0			179	149	NA	NA	1.0		NA
17024	"ENSG00000105323.18"	"HNRNPUL1"	chr19	+	41268222	41268345	41262495	41262582	41272081	41272235	17024	30	0			272	149	NA	NA	1.0		NA
17025	"ENSG00000105323.18"	"HNRNPUL1"	chr19	+	41279076	41279176	41276158	41276298	41292244	41292511	17025	22	0			249	149	NA	NA	1.0		NA
17026	"ENSG00000105323.18"	"HNRNPUL1"	chr19	+	41281162	41281275	41279076	41279176	41292244	41292511	17026	35	0			262	149	NA	NA	1.0		NA
17027	"ENSG00000105323.18"	"HNRNPUL1"	chr19	+	41305645	41305867	41303971	41304261	41306448	41307038	17027	44	0			298	149	NA	NA	1.0		NA
17028	"ENSG00000105323.18"	"HNRNPUL1"	chr19	+	41305675	41305867	41303971	41304261	41306448	41306925	17028	104	0			298	149	NA	NA	1.0		NA
17030	"ENSG00000117593.12"	"DARS2"	chr1	+	173828332	173828399	173826686	173826786	173830659	173830761	17030	11	2			216	149	NA	NA	0.791		NA
17039	"ENSG00000137601.18"	"NEK1"	chr4	-	169438082	169438259	169433544	169433665	169463242	169463395	17039	46	1			298	149	NA	NA	0.958		NA
17040	"ENSG00000137601.18"	"NEK1"	chr4	-	169478352	169478380	169477431	169477497	169479402	169479534	17040	2	8			177	149	NA	NA	0.174		NA
17042	"ENSG00000137601.18"	"NEK1"	chr4	-	169508768	169508852	169508247	169508331	169537808	169537911	17042	9	6			233	149	NA	NA	0.49		NA
17043	"ENSG00000137601.18"	"NEK1"	chr4	-	169555719	169555851	169537808	169537911	169555931	169556095	17043	22	5			281	149	NA	NA	0.7		NA
17045	"ENSG00000137601.18"	"NEK1"	chr4	-	169561479	169561554	169555931	169556095	169561686	169561737	17045	16	0			224	149	NA	NA	1.0		NA
17048	"ENSG00000137601.18"	"NEK1"	chr4	-	169561686	169561737	169559227	169561554	169561831	169561891	17048	16	5			200	149	NA	NA	0.704		NA
17049	"ENSG00000137601.18"	"NEK1"	chr4	-	169563235	169563349	169562136	169562196	169576927	169577079	17049	0	22			263	149	NA	NA	0.0		NA
17050	"ENSG00000137601.18"	"NEK1"	chr4	-	169576927	169577079	169562136	169562196	169580841	169580902	17050	71	7			298	149	NA	NA	0.835		NA
17051	"ENSG00000137601.18"	"NEK1"	chr4	-	169587558	169587613	169585348	169585549	169588648	169588735	17051	17	1			204	149	NA	NA	0.925		NA
17052	"ENSG00000137601.18"	"NEK1"	chr4	-	169590725	169590809	169589446	169589514	169599099	169599143	17052	22	0			233	149	NA	NA	1.0		NA
17054	"ENSG00000137601.18"	"NEK1"	chr4	-	169599099	169599197	169590725	169590809	169602007	169602104	17054	9	3			247	149	NA	NA	0.644		NA
17055	"ENSG00000137601.18"	"NEK1"	chr4	-	169602007	169602104	169599099	169599197	169602513	169602678	17055	12	0			246	149	NA	NA	1.0		NA
17059	"ENSG00000124772.12"	"CPNE5"	chr6	-	36752579	36752620	36748220	36748267	36753033	36753095	17059	0	21			190	149	NA	NA	0.0		NA
17060	"ENSG00000124772.12"	"CPNE5"	chr6	-	36753033	36753095	36748220	36748267	36756244	36756298	17060	28	0			211	149	NA	NA	1.0		NA
17064	"ENSG00000037749.13"	"MFAP3"	chr5	+	154049556	154050017	154038966	154039011	154052919	154052952	17064	14	0			298	149	NA	NA	1.0		NA
17066	"ENSG00000037749.13"	"MFAP3"	chr5	+	154051736	154051943	154049556	154050017	154052919	154056546	17066	0	11			298	149	NA	NA	0.0		NA
17067	"ENSG00000037749.13"	"MFAP3"	chr5	+	154051817	154051943	154049556	154050017	154052919	154057420	17067	0	11			275	149	NA	NA	0.0		NA
17072	"ENSG00000083097.15"	"DOP1A"	chr6	+	83125165	83125195	83124704	83124819	83125499	83125733	17072	0	10			179	149	NA	NA	0.0		NA
17077	"ENSG00000094975.14"	"SUCO"	chr1	+	172553259	172553370	172551511	172551626	172555868	172556023	17077	13	1			260	149	NA	NA	0.882		NA
17078	"ENSG00000094975.14"	"SUCO"	chr1	+	172577538	172577559	172575517	172575623	172577763	172577819	17078	11	0			170	149	NA	NA	1.0		NA
17080	"ENSG00000141564.15"	"RPTOR"	chr17	+	80643727	80643810	80625690	80625793	80707840	80707999	17080	15	0			232	149	NA	NA	1.0		NA
17081	"ENSG00000141564.15"	"RPTOR"	chr17	+	80962460	80962577	80961393	80961480	80962927	80963057	17081	15	1			266	149	NA	NA	0.894		NA
17082	"ENSG00000203705.11"	"TATDN3"	chr1	+	212797111	212797196	212796516	212796590	212802700	212802751	17082	13	0			234	149	NA	NA	1.0		NA
17083	"ENSG00000203705.11"	"TATDN3"	chr1	+	212802700	212802763	212797111	212797196	212804319	212804429	17083	13	0			212	149	NA	NA	1.0		NA
17087	"ENSG00000079335.20"	"CDC14A"	chr1	+	100383465	100383640	100377545	100377621	100390731	100390824	17087	0	20			298	149	NA	NA	0.0		NA
17088	"ENSG00000079335.20"	"CDC14A"	chr1	+	100424221	100424301	100390731	100390824	100439931	100439998	17088	32	1			229	149	NA	NA	0.954		NA
17089	"ENSG00000079335.20"	"CDC14A"	chr1	+	100455404	100455492	100442933	100442996	100462650	100462881	17089	16	0			237	149	NA	NA	1.0		NA
17097	"ENSG00000197959.15"	"DNM3"	chr1	+	172092823	172092875	172081831	172081902	172131174	172131288	17097	33	8			201	149	NA	NA	0.754		NA
17098	"ENSG00000197959.15"	"DNM3"	chr1	+	172093695	172093725	172092823	172092875	172131174	172131288	17098	21	24			179	149	NA	NA	0.421		NA
17099	"ENSG00000197959.15"	"DNM3"	chr1	+	172323328	172323340	172308727	172308839	172379017	172379182	17099	2	75			161	149	NA	NA	0.024		NA
17101	"ENSG00000143126.8"	"CELSR2"	chr1	+	109267850	109268060	109267547	109267642	109268580	109268764	17101	115	2			298	149	NA	NA	0.966		NA
17109	"ENSG00000121775.18"	"TMEM39B"	chr1	+	32095659	32095762	32094783	32094971	32100441	32100562	17109	0	12			252	149	NA	NA	0.0		NA
17110	"ENSG00000006715.16"	"VPS41"	chr7	-	38728340	38728434	38726908	38726988	38728541	38728586	17110	2	16			243	149	NA	NA	0.071		NA
17111	"ENSG00000006715.16"	"VPS41"	chr7	-	38796414	38796526	38795541	38795611	38796744	38796864	17111	0	11			261	149	NA	NA	0.0		NA
17112	"ENSG00000006715.16"	"VPS41"	chr7	-	38830253	38830328	38821202	38821265	38862544	38862622	17112	47	1			224	149	NA	NA	0.969		NA
17115	"ENSG00000198399.16"	"ITSN2"	chr2	-	24208236	24208319	24205213	24205297	24209099	24209221	17115	16	4			232	149	NA	NA	0.72		NA
17116	"ENSG00000198399.16"	"ITSN2"	chr2	-	24209099	24209221	24208236	24208319	24209817	24210033	17116	15	0			271	149	NA	NA	1.0		NA
17117	"ENSG00000198399.16"	"ITSN2"	chr2	-	24284762	24284843	24275712	24275849	24286211	24286351	17117	0	21			230	149	NA	NA	0.0		NA
17118	"ENSG00000198399.16"	"ITSN2"	chr2	-	24308616	24308756	24303798	24303862	24310283	24310380	17118	17	1			289	149	NA	NA	0.898		NA
17121	"ENSG00000198399.16"	"ITSN2"	chr2	-	24313459	24313523	24312211	24312375	24315131	24315224	17121	10	2			213	149	NA	NA	0.778		NA
17123	"ENSG00000116809.12"	"ZBTB17"	chr1	-	15948290	15948497	15946934	15947123	15973038	15973125	17123	22	0			298	149	NA	NA	1.0		NA
17124	"ENSG00000116809.12"	"ZBTB17"	chr1	-	15973038	15973125	15948290	15948497	15975982	15976079	17124	9	2			236	149	NA	NA	0.74		NA
17126	"ENSG00000003756.17"	"RBM5"	chr3	+	50092978	50093042	50092042	50092208	50093719	50093875	17126	0	37			213	149	NA	NA	0.0		NA
17128	"ENSG00000003756.17"	"RBM5"	chr3	+	50104247	50104308	50100531	50103166	50105076	50105142	17128	48	2			210	149	NA	NA	0.945		NA
17129	"ENSG00000003756.17"	"RBM5"	chr3	+	50105548	50105709	50104576	50105142	50106766	50106801	17129	120	2			298	149	NA	NA	0.968		NA
17130	"ENSG00000003756.17"	"RBM5"	chr3	+	50107017	50107087	50106766	50106864	50107481	50107569	17130	1	9			219	149	NA	NA	0.07		NA
17131	"ENSG00000003756.17"	"RBM5"	chr3	+	50110378	50110463	50109602	50109688	50110678	50110770	17131	57	9			234	149	NA	NA	0.801		NA
17132	"ENSG00000169122.12"	"FAM110B"	chr8	+	58043183	58043299	58031605	58031703	58075534	58075623	17132	0	14			265	149	NA	NA	0.0		NA
17136	"ENSG00000120370.14"	"GORAB"	chr1	+	170533463	170533651	170532128	170532284	170539209	170539567	17136	4	8			298	149	NA	NA	0.2		NA
17139	"ENSG00000120370.14"	"GORAB"	chr1	+	170533463	170536421	170532165	170532284	170539209	170539567	17139	3	8			298	149	NA	NA	0.158		NA
17142	"ENSG00000120370.14"	"GORAB"	chr1	+	170539209	170539567	170532130	170532284	170542490	170542523	17142	12	0			298	149	NA	NA	1.0		NA
17144	"ENSG00000120370.14"	"GORAB"	chr1	+	170539209	170539571	170532121	170532284	170542490	170542592	17144	11	0			298	149	NA	NA	1.0		NA
17167	"ENSG00000167123.20"	"CERCAM"	chr9	+	128421203	128421511	128420480	128421074	128422867	128422978	17167	16	9			298	149	NA	NA	0.471		NA
17168	"ENSG00000167123.20"	"CERCAM"	chr9	+	128427651	128427779	128424409	128424614	128428301	128428421	17168	1	22			277	149	NA	NA	0.024		NA
17169	"ENSG00000241468.8"	"ATP5MF"	chr7	-	99459146	99459263	99458189	99458355	99460085	99460193	17169	113	0			266	149	NA	NA	1.0		NA
17170	"ENSG00000241468.8"	"ATP5MF"	chr7	-	99460085	99460193	99459146	99459263	99466110	99466164	17170	49	0			257	149	NA	NA	1.0		NA
17171	"ENSG00000109654.16"	"TRIM2"	chr4	+	153153231	153153270	153152335	153152612	153270337	153270519	17171	1	11			188	149	NA	NA	0.067		NA
17173	"ENSG00000109654.16"	"TRIM2"	chr4	+	153222242	153223039	153204442	153204560	153270334	153270519	17173	8	5			298	149	NA	NA	0.444		NA
17177	"ENSG00000109654.16"	"TRIM2"	chr4	+	153270334	153270519	153153022	153153270	153275892	153276130	17177	139	0			298	149	NA	NA	1.0		NA
17178	"ENSG00000109654.16"	"TRIM2"	chr4	+	153270334	153270519	153204442	153204560	153275892	153276130	17178	144	0			298	149	NA	NA	1.0		NA
17179	"ENSG00000109654.16"	"TRIM2"	chr4	+	153270334	153270519	153222242	153222759	153275892	153276130	17179	139	0			298	149	NA	NA	1.0		NA
17180	"ENSG00000109654.16"	"TRIM2"	chr4	+	153270334	153270519	153222242	153223039	153275892	153276130	17180	147	0			298	149	NA	NA	1.0		NA
17181	"ENSG00000109654.16"	"TRIM2"	chr4	+	153270334	153270519	153257346	153257607	153275892	153276130	17181	147	1			298	149	NA	NA	0.987		NA
17182	"ENSG00000109654.16"	"TRIM2"	chr4	+	153270337	153270519	153153117	153153270	153275892	153276130	17182	140	0			298	149	NA	NA	1.0		NA
17183	"ENSG00000109654.16"	"TRIM2"	chr4	+	153270337	153270519	153204442	153204560	153275892	153276130	17183	141	0			298	149	NA	NA	1.0		NA
17184	"ENSG00000109654.16"	"TRIM2"	chr4	+	153270337	153270519	153222242	153223039	153275892	153276130	17184	144	0			298	149	NA	NA	1.0		NA
17185	"ENSG00000109654.16"	"TRIM2"	chr4	+	153270337	153270519	153222479	153222759	153275892	153276130	17185	141	0			298	149	NA	NA	1.0		NA
17186	"ENSG00000109654.16"	"TRIM2"	chr4	+	153270337	153270519	153257346	153257607	153275892	153276130	17186	141	1			298	149	NA	NA	0.986		NA
17187	"ENSG00000109654.16"	"TRIM2"	chr4	+	153281464	153281565	153275892	153276130	153292981	153293133	17187	0	28			250	149	NA	NA	0.0		NA
17188	"ENSG00000109654.16"	"TRIM2"	chr4	+	153290651	153290769	153275892	153276130	153292981	153293133	17188	0	28			267	149	NA	NA	0.0		NA
17189	"ENSG00000109654.16"	"TRIM2"	chr4	+	153290813	153290906	153275892	153276130	153292981	153293133	17189	0	28			242	149	NA	NA	0.0		NA
17190	"ENSG00000109654.16"	"TRIM2"	chr4	+	153291731	153291816	153275892	153276130	153292981	153293133	17190	0	28			234	149	NA	NA	0.0		NA
17191	"ENSG00000109654.16"	"TRIM2"	chr4	+	153295312	153296036	153275892	153276130	153315484	153315588	17191	12	0			298	149	NA	NA	1.0		NA
17192	"ENSG00000109654.16"	"TRIM2"	chr4	+	153315484	153315588	153275892	153276130	153315831	153315999	17192	13	0			253	149	NA	NA	1.0		NA
17193	"ENSG00000109654.16"	"TRIM2"	chr4	+	153324077	153324148	153322647	153322816	153328529	153328670	17193	13	0			220	149	NA	NA	1.0		NA
17195	"ENSG00000109654.16"	"TRIM2"	chr4	+	153325781	153325911	153324077	153324148	153328529	153328670	17195	0	11			279	149	NA	NA	0.0		NA
17196	"ENSG00000159461.15"	"AMFR"	chr16	-	56388757	56388853	56385918	56386022	56389184	56389375	17196	0	23			245	149	NA	NA	0.0		NA
17197	"ENSG00000159461.15"	"AMFR"	chr16	-	56389184	56389375	56385918	56386022	56401732	56401843	17197	48	0			298	149	NA	NA	1.0		NA
17205	"ENSG00000135631.17"	"RAB11FIP5"	chr2	-	73079650	73081663	73075992	73076182	73088049	73088749	17205	6	6			298	149	NA	NA	0.333		NA
17206	"ENSG00000144597.14"	"EAF1"	chr3	+	15432086	15432223	15429912	15430007	15434347	15434538	17206	25	3			286	149	NA	NA	0.813		NA
17215	"ENSG00000188343.14"	"CIBAR1"	chr8	+	93718674	93718788	93709762	93709875	93726393	93726513	17215	10	2			263	149	NA	NA	0.739		NA
17217	"ENSG00000188343.14"	"CIBAR1"	chr8	+	93727130	93727244	93726393	93726513	93728204	93728456	17217	0	10			263	149	NA	NA	0.0		NA
17218	"ENSG00000110693.19"	"SOX6"	chr11	-	16095995	16096118	16055751	16055901	16097608	16097688	17218	30	11			272	149	NA	NA	0.599		NA
17219	"ENSG00000110693.19"	"SOX6"	chr11	-	16110319	16110399	16097608	16097688	16111802	16111869	17219	1	28			229	149	NA	NA	0.023		NA
17220	"ENSG00000110693.19"	"SOX6"	chr11	-	16465700	16465816	16341011	16341252	16476314	16476388	17220	2	20			265	149	NA	NA	0.053		NA
17221	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146520165	146520180	146517011	146517167	146521543	146521712	17221	0	25			164	149	NA	NA	0.0		NA
17222	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146521543	146521701	146517005	146517167	146525604	146525647	17222	25	0			298	149	NA	NA	1.0		NA
17223	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146521543	146521705	146516902	146517167	146525604	146525647	17223	25	0			298	149	NA	NA	1.0		NA
17224	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146521543	146522053	146517005	146517167	146525604	146525647	17224	41	0			298	149	NA	NA	1.0		NA
17225	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146521832	146521981	146521543	146521705	146525604	146525647	17225	26	0			298	149	NA	NA	1.0		NA
17226	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146521832	146522053	146521543	146521701	146525604	146525647	17226	18	0			298	149	NA	NA	1.0		NA
17227	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146521832	146522053	146521543	146521705	146525604	146525647	17227	42	0			298	149	NA	NA	1.0		NA
17229	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146528613	146528831	146525604	146525647	146533469	146533550	17229	54	3			298	149	NA	NA	0.9		NA
17230	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146536539	146536565	146533469	146533550	146544466	146544530	17230	72	0			175	149	NA	NA	1.0		NA
17232	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146537995	146538044	146536539	146536565	146544466	146544547	17232	3	58			198	149	NA	NA	0.037		NA
17233	"ENSG00000188313.13"	"PLSCR1"	chr3	-	146541133	146541180	146536539	146536565	146544466	146544521	17233	0	58			196	149	NA	NA	0.0		NA
17238	"ENSG00000244627.5"	"TPTEP2"	chr22	-	38369985	38370045	38361398	38361560	38380369	38380423	17238	4	22			209	149	NA	NA	0.115		NA
17276	"ENSG00000174227.16"	"PIGG"	chr4	+	527038	527230	523458	523913	530435	530725	17276	13	0			298	149	NA	NA	1.0		NA
17277	"ENSG00000174227.16"	"PIGG"	chr4	+	530435	530745	527038	527230	533817	533981	17277	11	0			298	149	NA	NA	1.0		NA
17279	"ENSG00000143458.12"	"GABPB2"	chr1	+	151088469	151088517	151088157	151088297	151090405	151090573	17279	0	20			197	149	NA	NA	0.0		NA
17280	"ENSG00000143458.12"	"GABPB2"	chr1	+	151090405	151090573	151088469	151088517	151093191	151093386	17280	21	0			298	149	NA	NA	1.0		NA
17282	"ENSG00000143458.12"	"GABPB2"	chr1	+	151117391	151117516	151107036	151107222	151117956	151118671	17282	22	0			274	149	NA	NA	1.0		NA
17288	"ENSG00000115825.11"	"PRKD3"	chr2	-	37316236	37317179	37293132	37293271	37324680	37324833	17288	29	1			298	149	NA	NA	0.935		NA
17296	"ENSG00000177981.11"	"ASB8"	chr12	-	48150086	48150140	48149528	48149998	48151200	48151305	17296	0	10			203	149	NA	NA	0.0		NA
17297	"ENSG00000177981.11"	"ASB8"	chr12	-	48150086	48150170	48149838	48149998	48151200	48151305	17297	0	10			233	149	NA	NA	0.0		NA
17306	"ENSG00000120438.12"	"TCP1"	chr6	-	159779626	159779790	159778497	159779261	159779894	159780087	17306	47	0			298	149	NA	NA	1.0		NA
17307	"ENSG00000120438.12"	"TCP1"	chr6	-	159785899	159785997	159785385	159785496	159787742	159787871	17307	43	0			247	149	NA	NA	1.0		NA
17308	"ENSG00000120438.12"	"TCP1"	chr6	-	159785899	159786020	159785385	159785496	159787742	159787902	17308	12	0			270	149	NA	NA	1.0		NA
17310	"ENSG00000120438.12"	"TCP1"	chr6	-	159788057	159788143	159787742	159787871	159789404	159789572	17310	12	0			235	149	NA	NA	1.0		NA
17315	"ENSG00000153317.15"	"ASAP1"	chr8	-	130091972	130092143	130079901	130079971	130112093	130112322	17315	156	3			298	149	NA	NA	0.963		NA
17316	"ENSG00000153317.15"	"ASAP1"	chr8	-	130160784	130160793	130159863	130159964	130167535	130167622	17316	4	48			158	149	NA	NA	0.073		NA
17317	"ENSG00000153317.15"	"ASAP1"	chr8	-	130361669	130361771	130358016	130358143	130401884	130401915	17317	2	24			251	149	NA	NA	0.047		NA
17318	"ENSG00000221914.11"	"PPP2R2A"	chr8	+	26333485	26333570	26293665	26293740	26338889	26338987	17318	1	12			234	149	NA	NA	0.05		NA
17319	"ENSG00000221914.11"	"PPP2R2A"	chr8	+	26339902	26339973	26338889	26338987	26354467	26354633	17319	0	16			220	149	NA	NA	0.0		NA
17320	"ENSG00000221914.11"	"PPP2R2A"	chr8	+	26350598	26350681	26338889	26338987	26354467	26354637	17320	0	16			232	149	NA	NA	0.0		NA
17323	"ENSG00000221914.11"	"PPP2R2A"	chr8	+	26363720	26363890	26362683	26362848	26366314	26366406	17323	18	0			298	149	NA	NA	1.0		NA
17344	"ENSG00000091436.17"	"MAP3K20"	chr2	+	173090997	173091190	173075841	173076002	173169804	173169892	17344	12	0			298	149	NA	NA	1.0		NA
17345	"ENSG00000116704.8"	"SLC35D1"	chr1	-	67052011	67052079	67050432	67050504	67052770	67052857	17345	9	1			217	149	NA	NA	0.861		NA
17353	"ENSG00000143228.13"	"NUF2"	chr1	+	163345677	163345818	163343732	163343870	163347762	163347938	17353	11	0			290	149	NA	NA	1.0		NA
17355	"ENSG00000021300.14"	"PLEKHB1"	chr11	+	73648185	73648278	73647654	73647738	73649011	73649087	17355	0	43			242	149	NA	NA	0.0		NA
17356	"ENSG00000021300.14"	"PLEKHB1"	chr11	+	73650531	73650705	73649011	73649087	73651787	73651890	17356	109	0			298	149	NA	NA	1.0		NA
17357	"ENSG00000021300.14"	"PLEKHB1"	chr11	+	73650552	73650705	73648689	73649087	73651787	73651851	17357	136	0			298	149	NA	NA	1.0		NA
17358	"ENSG00000021300.14"	"PLEKHB1"	chr11	+	73651420	73651569	73650552	73650705	73651787	73651879	17358	0	109			298	149	NA	NA	0.0		NA
17359	"ENSG00000021300.14"	"PLEKHB1"	chr11	+	73653369	73653461	73652974	73653014	73660752	73660766	17359	5	142			241	149	NA	NA	0.021		NA
17360	"ENSG00000021300.14"	"PLEKHB1"	chr11	+	73655802	73655907	73652974	73653014	73660752	73660756	17360	4	142			254	149	NA	NA	0.016		NA
17379	"ENSG00000132196.16"	"HSD17B7"	chr1	+	162802831	162802949	162797827	162799937	162803430	162803535	17379	2	11			267	149	NA	NA	0.092		NA
17381	"ENSG00000163719.20"	"MTMR14"	chr3	+	9653620	9653769	9649432	9649742	9662266	9662285	17381	13	1			298	149	NA	NA	0.867		NA
17382	"ENSG00000163719.20"	"MTMR14"	chr3	+	9662266	9662375	9653620	9653769	9671047	9671170	17382	10	0			258	149	NA	NA	1.0		NA
17391	"ENSG00000127995.17"	"CASD1"	chr7	+	94518202	94518323	94517559	94517656	94527161	94527206	17391	26	0			270	149	NA	NA	1.0		NA
17392	"ENSG00000127995.17"	"CASD1"	chr7	+	94535308	94535523	94533678	94533802	94537471	94537894	17392	26	2			298	149	NA	NA	0.867		NA
17393	"ENSG00000153208.18"	"MERTK"	chr2	+	111929119	111929304	111898663	111898796	111944959	111945060	17393	13	0			298	149	NA	NA	1.0		NA
17394	"ENSG00000153208.18"	"MERTK"	chr2	+	111929119	111929540	111898606	111898796	111944959	111945060	17394	26	0			298	149	NA	NA	1.0		NA
17396	"ENSG00000168522.13"	"FNTA"	chr8	+	43072180	43072307	43069554	43069659	43077215	43077226	17396	20	2			276	149	NA	NA	0.844		NA
17406	"ENSG00000117614.10"	"SYF2"	chr1	-	25228997	25229123	25228117	25228235	25232103	25232211	17406	17	0			275	149	NA	NA	1.0		NA
17408	"ENSG00000010278.15"	"CD9"	chr12	+	6200383	6200565	6199874	6200072	6225425	6225534	17408	40	0			298	149	NA	NA	1.0		NA
17409	"ENSG00000010278.15"	"CD9"	chr12	+	6200421	6200565	6199714	6200072	6225425	6225534	17409	39	0			293	149	NA	NA	1.0		NA
17410	"ENSG00000010278.15"	"CD9"	chr12	+	6200892	6200973	6200326	6200565	6225425	6225534	17410	0	40			230	149	NA	NA	0.0		NA
17411	"ENSG00000010278.15"	"CD9"	chr12	+	6205958	6206084	6200411	6200565	6225425	6225534	17411	0	40			275	149	NA	NA	0.0		NA
17412	"ENSG00000010278.15"	"CD9"	chr12	+	6232936	6233005	6232631	6232729	6233411	6233486	17412	0	44			218	149	NA	NA	0.0		NA
17413	"ENSG00000152208.13"	"GRID2"	chr4	+	93084994	93085279	92590130	92590286	93110747	93110953	17413	37	0			298	149	NA	NA	1.0		NA
17414	"ENSG00000100906.11"	"NFKBIA"	chr14	-	35402770	35402859	35402393	35402663	35403149	35403360	17414	26	0			238	149	NA	NA	1.0		NA
17415	"ENSG00000100906.11"	"NFKBIA"	chr14	-	35403689	35403798	35403014	35403360	35404417	35404700	17415	107	0			258	149	NA	NA	1.0		NA
17416	"ENSG00000157954.15"	"WIPI2"	chr7	+	5193117	5193171	5190232	5190493	5199575	5199658	17416	1	10			203	149	NA	NA	0.068		NA
17417	"ENSG00000157954.15"	"WIPI2"	chr7	+	5193117	5193345	5190258	5190493	5199575	5199658	17417	0	10			298	149	NA	NA	0.0		NA
17418	"ENSG00000157954.15"	"WIPI2"	chr7	+	5213109	5213402	5199575	5199658	5214534	5214702	17418	0	14			298	149	NA	NA	0.0		NA
17419	"ENSG00000157954.15"	"WIPI2"	chr7	+	5216748	5216863	5216590	5216659	5217089	5217187	17419	0	26			264	149	NA	NA	0.0		NA
