SpliceID	Histology
SE=ZBTB38:141403927-141404031_141402348-141402449_141442388-141442491_skipping	Ependymoma
SE=FOXP2:114629592-114629642_114628539-114628677_114629786-114630005_skipping	Ependymoma
SE=NEU3:75004305-75004405_74988942-74989154_75005412-75005469_inclusion	Germ cell tumor
SE=ACOT8:45855159-45855292_45848449-45848675_45857187-45857196_inclusion	Germ cell tumor
SE=PCED1B:47223924-47224039_47216597-47216689_47235006-47235238_inclusion	Germ cell tumor
SE=ST8SIA6:17379357-17379425_17359513-17359600_17390530-17390620_inclusion	Germ cell tumor
SE=LRPPRC:43896419-43896544_43895367-43895566_43896633-43896708_inclusion	Germ cell tumor
SE=ZKSCAN8:28144331-28144424_28141937-28142029_28148315-28148824_inclusion	Germ cell tumor
SE=ZNF682:20030993-20031113_20024249-20024376_20039342-20039450_inclusion	Germ cell tumor
RI=FOXP3:49256751-49257012_49256750-49256855_49256924-49257012_inclusion	Germ cell tumor
SE=PREPL:44359497-44360038_44346267-44346390_44361523-44361862_inclusion	Germ cell tumor
A5SS=CNOT1:58556847-58556993_58556861-58556993_58555783-58555908_inclusion	Germ cell tumor
SE=MRPL47:179602652-179602797_179601729-179601790_179604526-179604638_inclusion	Germ cell tumor
SE=PTBP3:112275844-112276013_112268048-112268195_112297840-112297916_inclusion	Germ cell tumor
SE=DNMT3A:25249657-25249724_25248036-25248252_25274940-25275087_inclusion	Germ cell tumor
SE=MZT2B:130182627-130182775_130182256-130182452_130190468-130190695_inclusion	Germ cell tumor
SE=ANKRD19P:92828938-92829163_92826524-92826578_92836776-92837740_inclusion	Germ cell tumor
SE=TP53I11:44941003-44941077_44939113-44939190_44950676-44950845_inclusion	Germ cell tumor
SE=CBR3-AS1:36137094-36137176_36131821-36133074_36146255-36146355_inclusion	Germ cell tumor
SE=DNMT3B:32793536-32793595_32792625-32792770_32795408-32795534_inclusion	Germ cell tumor
SE=PRICKLE1:42584359-42584480_42472384-42472564_42589464-42589592_inclusion	Germ cell tumor
SE=HADHA:26199243-26199366_26197690-26197777_26201148-26201320_inclusion	Germ cell tumor
SE=ARHGAP12:31839305-31839319_31831738-31831800_31839636-31839711_inclusion	Germ cell tumor
SE=MAP2K5:67670420-67670447_67664596-67664645_67692478-67692552_inclusion	Germ cell tumor
SE=KIF1A:240775042-240775167_240774182-240774261_240775850-240775926_inclusion	Germ cell tumor
SE=ATP9B:79213962-79214038_79206935-79207012_79253380-79253541_inclusion	Germ cell tumor
SE=ZNF559:9339193-9339319_9324251-9324780_9341101-9341145_inclusion	Germ cell tumor
SE=PAM:102837687-102837792_102755313-102755348_102865822-102866284_inclusion	Germ cell tumor
SE=CXXC5:139665580-139665803_139648711-139648845_139680363-139680936_inclusion	Germ cell tumor
SE=TCERG1:146504364-146504494_146503823-146504006_146507027-146507177_inclusion	Germ cell tumor
A5SS=MIR205HG:209430425-209430500_209430424-209430476_209432203-209432549_inclusion	Germ cell tumor
SE=ST3GAL4:126358198-126358348_126355720-126355842_126406095-126406171_inclusion	Germ cell tumor
SE=PAX2:100824902-100824984_100824647-100824749_100827008-100827095_inclusion	Germ cell tumor
A3SS=MLST8:2206031-2206214_2206060-2206214_2205453-2205512_inclusion	Germ cell tumor
SE=ZBTB44:130236110-130236216_130234155-130234273_130236792-130237093_inclusion	Germ cell tumor
SE=ENSG00000248538:9154206-9154343_9151741-9151916_9154965-9155076_inclusion	Germ cell tumor
SE=PMF1:156220677-156220887_156213004-156213176_156225556-156225668_inclusion	Germ cell tumor
SE=GRB10:50727793-50727890_50703820-50703908_50755886-50756056_inclusion	Germ cell tumor
SE=JARID2:15410224-15410365_15374116-15374252_15452005-15452175_inclusion	Germ cell tumor
SE=SH3YL1:244627-244738_242797-242871_247537-247602_inclusion	Germ cell tumor
SE=PPHLN1:42351370-42351471_42335882-42335974_42351884-42352049_inclusion	Germ cell tumor
SE=ENSG00000224271:47637503-47637604_47635179-47635353_47686199-47686312_inclusion	Germ cell tumor
SE=RIF1:151480098-151480227_151474856-151475219_151483198-151483335_inclusion	Germ cell tumor
SE=MCTP2:94278154-94278263_94231571-94231664_94298200-94298730_inclusion	Germ cell tumor
A3SS=SENP2:185598958-185599024_185598991-185599024_185598411-185598545_inclusion	Germ cell tumor
SE=SPARCL1:87497131-87497239_87494980-87495127_87499520-87499585_inclusion	Germ cell tumor
SE=GAPVD1:125263551-125263700_125261830-125261959_125295457-125295522_inclusion	Germ cell tumor
SE=PPA2:105456696-105456745_105453597-105453642_105473893-105474059_inclusion	Germ cell tumor
SE=NTPCR:232969909-232970118_232956346-232956443_232978162-232978482_inclusion	Germ cell tumor
SE=CHD3:7907601-7907702_7907352-7907488_7907893-7908019_inclusion	Germ cell tumor
SE=GOSR2:46935029-46935225_46932066-46932199_46938598-46939806_inclusion	Germ cell tumor
SE=SLC25A39:44324130-44324199_44323477-44323577_44324710-44324870_inclusion	Germ cell tumor
SE=SGCE:94640897-94640964_94629718-94629841_94655989-94656166_inclusion	Germ cell tumor
SE=LAMA2:128905400-128905580_128883314-128883357_128911549-128911668_inclusion	Germ cell tumor
SE=SPPL3:120901878-120901948_120810808-120810886_120903844-120904358_inclusion	Germ cell tumor
SE=PVT1:127983904-127984204_127890588-127890998_127989161-127989291_inclusion	Germ cell tumor
A3SS=AQP7:33395078-33395513_33395077-33395195_33401236-33401287_inclusion	Germ cell tumor
SE=BRD9:868607-869119_865413-865581_869244-869404_inclusion	Germ cell tumor
SE=OGFOD1:56454774-56454921_56453262-56453408_56458547-56458901_inclusion	Germ cell tumor
SE=SP8:20785948-20786043_20784286-20785795_20786777-20786886_inclusion	Germ cell tumor
SE=KANK1:539677-539764_504732-504754_540507-540667_inclusion	Germ cell tumor
SE=SREBF2:41900020-41900122_41898648-41898781_41900329-41900498_inclusion	Germ cell tumor
SE=ADTRP:11770031-11770084_11768248-11768383_11778606-11778803_inclusion	Germ cell tumor
SE=ADTRP:11770031-11770089_11768248-11768383_11778606-11778759_inclusion	Germ cell tumor
A5SS=EPB41L2:130869563-130870126_130869811-130870126_130867458-130867581_inclusion	Germ cell tumor
SE=DCAF6:168019545-168019667_168004532-168004793_168038370-168038488_inclusion	Germ cell tumor
SE=CD99L2:150828306-150829604_150816006-150816078_150831230-150831293_inclusion	Germ cell tumor
SE=BLOC1S6:45603100-45603187_45587235-45587525_45605427-45605470_inclusion	Germ cell tumor
SE=NDRG4:58501948-58502147_58500144-58500269_58503797-58503903_inclusion	Germ cell tumor
SE=KCNG1:51013729-51013844_51009796-51010364_51022869-51023094_inclusion	Germ cell tumor
SE=FOXP2:114538326-114538383_114534616-114534706_114570806-114570881_inclusion	Germ cell tumor
SE=ARMC10:103083066-103083132_103075776-103075881_103083681-103084062_inclusion	Germ cell tumor
SE=CAPN13:30806181-30806266_30787127-30787357_30807301-30807426_inclusion	Germ cell tumor
SE=GIGYF2:232731122-232731258_232703423-232703489_232734416-232734486_inclusion	Germ cell tumor
SE=ANAPC10:145097688-145097760_145095984-145096111_145098130-145098213_inclusion	Germ cell tumor
A3SS=TDRD12:32820989-32821139_32821032-32821139_32818088-32818157_inclusion	Germ cell tumor
SE=ZNF875:37344934-37345021_37335168-37335257_37346422-37346675_inclusion	Germ cell tumor
SE=CD151:833988-834067_832886-833026_836062-836153_inclusion	Germ cell tumor
SE=ENSG00000223725:207417601-207417744_207332640-207332695_207517619-207517698_inclusion	Germ cell tumor
SE=DNMT3B:32805338-32805407_32802384-32802470_32807761-32809356_inclusion	Germ cell tumor
SE=ENSG00000237356:53510725-53510879_53369451-53369501_53687198-53688970_inclusion	Germ cell tumor
SE=ENSG00000285756:3825088-3825231_3818656-3818703_3828505-3828979_inclusion	Germ cell tumor
SE=ZNF682:20030993-20031113_20024249-20024376_20039172-20039205_inclusion	Germ cell tumor
SE=ENSG00000233928:33917912-33917960_33853614-33853715_34076465-34076569_inclusion	Germ cell tumor
SE=TBC1D5:17576414-17576549_17518901-17518995_17622647-17622765_inclusion	Germ cell tumor
SE=TMEM129:1717516-1717703_1716600-1717428_1718151-1718235_inclusion	Germ cell tumor
SE=LINC01347:243069581-243069704_243059477-243059668_243078987-243079052_inclusion	Germ cell tumor
SE=GNB1:1839190-1839238_1824987-1825499_1890819-1890836_inclusion	Germ cell tumor
SE=TANC1:159001080-159001189_158968639-158968782_159065895-159065971_inclusion	Germ cell tumor
SE=HEMK1:50578821-50578926_50577508-50577573_50579843-50579939_inclusion	Germ cell tumor
SE=SNX31:100577019-100577075_100572888-100573960_100584110-100584188_inclusion	Germ cell tumor
SE=MEG3:100834684-100834751_100831420-100831534_100836166-100836257_inclusion	Germ cell tumor
SE=SREBF2:41891250-41891399_41884841-41885011_41893116-41893285_inclusion	Germ cell tumor
SE=PCBP3:45858681-45858810_45849989-45850095_45896207-45896362_inclusion	Germ cell tumor
SE=PCAT1:126878375-126878480_126877671-126877790_127006554-127006618_inclusion	Germ cell tumor
SE=MKRN1:140473775-140473827_140471882-140472011_140474380-140474489_inclusion	Germ cell tumor
SE=LINC01224:23406000-23406105_23405257-23405335_23415893-23416075_inclusion	Germ cell tumor
SE=ARHGAP28:6778946-6779036_6729715-6729943_6824761-6824964_inclusion	Germ cell tumor
SE=MSC-AS1:71973538-71973659_71965408-71965534_72052538-72054918_inclusion	Germ cell tumor
SE=BMF:40106358-40106438_40105902-40106091_40108772-40108879_inclusion	Germ cell tumor
SE=CCDC144NL-AS1:20892230-20892432_20868486-20868685_20924358-20924425_inclusion	Germ cell tumor
SE=DCAF8:160221087-160221210_160218848-160218968_160222650-160222781_inclusion	Germ cell tumor
SE=EPHA10:37718953-37719053_37718660-37718816_37719413-37719607_inclusion	Germ cell tumor
SE=FAM193B:177547168-177547228_177538904-177539042_177554248-177554458_inclusion	Germ cell tumor
SE=ETV5:186077993-186078214_186065812-186066072_186079816-186080104_inclusion	Germ cell tumor
SE=LINC01572:72617183-72617234_72570434-72570515_72627534-72627686_inclusion	Germ cell tumor
SE=DLEU1:50274932-50275046_50185879-50186070_50390197-50390291_inclusion	Germ cell tumor
SE=RPGRIP1:21318127-21318201_21317552-21317850_21320016-21320177_inclusion	Germ cell tumor
SE=SNX5:17961140-17961326_17956932-17957037_17968374-17968794_inclusion	Germ cell tumor
A3SS=DMRT2:1055722-1057552_1056215-1057552_1053721-1053824_skipping	Germ cell tumor
SE=NDUFS1:206126710-206126844_206126538-206126611_206127796-206127972_skipping	Germ cell tumor
A5SS=SLC25A26:66377690-66378159_66377689-66378070_66378409-66378502_skipping	Germ cell tumor
SE=ACVR2A:147899744-147899898_147899457-147899567_147915190-147915334_skipping	Germ cell tumor
SE=ENSG00000289143:48064306-48064521_48059826-48060020_48083803-48083894_skipping	Germ cell tumor
SE=GPBP1L1:45655190-45655319_45654542-45654829_45659027-45659142_skipping	Germ cell tumor
SE=ENSG00000284968:86933395-86933542_86924629-86926326_86935987-86936179_skipping	Germ cell tumor
SE=ELN:74035364-74035414_74027788-74028269_74036554-74036584_skipping	Germ cell tumor
SE=FRAS1:78286392-78286539_78284404-78284548_78308065-78308209_skipping	Germ cell tumor
SE=FRAS1:78286405-78286539_78284404-78284548_78308065-78308209_skipping	Germ cell tumor
SE=ZNF875:37335169-37335257_37324207-37324265_37347189-37347316_skipping	Germ cell tumor
SE=TDP1:89963225-89963673_89955940-89955970_89966146-89966190_skipping	Germ cell tumor
A3SS=RAB34:28717213-28717425_28717212-28717291_28718369-28718429_skipping	Germ cell tumor
SE=DIS3:72781289-72781356_72780845-72781003_72781604-72781925_skipping	Germ cell tumor
SE=TCAIM:44396400-44396497_44392854-44392977_44396742-44396834_skipping	Germ cell tumor
SE=PHACTR1:13227816-13228063_13205814-13206136_13230036-13230193_skipping	Germ cell tumor
SE=ERBB2:39710086-39710201_39709812-39709881_39710339-39710410_skipping	Germ cell tumor
SE=SUN1:849520-849603_848417-848615_851949-852043_skipping	Germ cell tumor
SE=PCNX3:65626904-65627048_65625903-65626054_65627404-65627582_skipping	Germ cell tumor
RI=PVT1:127795196-127796071_127795195-127795294_127795893-127796071_skipping	Germ cell tumor
SE=ABRAXAS1:83467454-83467538_83463493-83463608_83469031-83469151_skipping	Germ cell tumor
SE=SLC39A14:22408310-22408496_22404695-22404980_22412036-22412206_skipping	Germ cell tumor
SE=EIF5A2:170907642-170907841_170906988-170907093_170908542-170908598_skipping	Germ cell tumor
SE=SRI:88218859-88218942_88217121-88217191_88226908-88226953_skipping	Germ cell tumor
SE=URB2:229627621-229627759_229626246-229626356_229632268-229632445_skipping	Germ cell tumor
SE=SMUG1:54188515-54188596_54181456-54183959_54188950-54188972_skipping	Germ cell tumor
SE=ZNF559:9338494-9338582_9324694-9324780_9339192-9339318_skipping	Germ cell tumor
A5SS=DGLUCY:91173289-91173439_91173288-91173403_91173663-91173753_skipping	Germ cell tumor
SE=SLC39A10:195706616-195706785_195683698-195683906_195708655-195708844_skipping	Germ cell tumor
SE=FHAD1:15383156-15383402_15382027-15382193_15388050-15388131_skipping	Germ cell tumor
SE=PPFIBP2:7635552-7635593_7634494-7634552_7639731-7639811_skipping	Germ cell tumor
SE=ABHD8:17300856-17301624_17294674-17294845_17303241-17303425_skipping	Germ cell tumor
SE=SUCO:172557280-172557417_172555868-172556023_172557643-172557794_skipping	Germ cell tumor
SE=MED13L:116012797-116012898_116009007-116009132_116015108-116015274_skipping	Germ cell tumor
SE=FMR1:147937466-147937600_147936503-147936613_147940575-147940662_skipping	Germ cell tumor
SE=ARFIP1:152863606-152863714_152829624-152829726_152870752-152870848_skipping	Germ cell tumor
SE=PTPRG:62195062-62195170_62191468-62191653_62201504-62201554_skipping	Germ cell tumor
SE=CHMP5:33270623-33270716_33267852-33267899_33271151-33271223_skipping	Germ cell tumor
A5SS=UBXN1:62678690-62679058_62678864-62679058_62678494-62678601_skipping	Germ cell tumor
SE=UBXN1:62678690-62678743_62678338-62678601_62678864-62678952_skipping	Germ cell tumor
SE=PREP:105285486-105285580_105282450-105282582_105288757-105288894_skipping	Germ cell tumor
SE=MEG8:100953964-100954046_100951431-100951494_100954921-100955006_skipping	Germ cell tumor
SE=SCRN2:47838531-47838696_47837691-47838450_47838790-47839006_skipping	Germ cell tumor
SE=SCRN2:47838531-47838719_47838269-47838450_47838790-47839006_skipping	Germ cell tumor
SE=PIP5K1A:151246920-151246965_151242437-151242567_151247862-151248149_skipping	Germ cell tumor
SE=KDM5D:19707934-19708071_19707146-19707746_19708243-19708423_skipping	Germ cell tumor
SE=WRAP73:3632213-3632338_3630766-3631657_3633397-3633503_skipping	Germ cell tumor
SE=DECR1:90018909-90018966_90001404-90001561_90019085-90019172_skipping	Germ cell tumor
SE=IPO8:30639515-30639735_30636981-30637187_30649136-30649232_skipping	Germ cell tumor
SE=STRN:36867814-36867861_36861131-36861253_36869553-36869729_skipping	Germ cell tumor
SE=BDP1:71501562-71501653_71497269-71497426_71502598-71502791_skipping	Germ cell tumor
SE=GLO1:38682012-38682101_38675924-38677383_38682807-38682875_skipping	Germ cell tumor
SE=GATAD2B:153819606-153819735_153818790-153818922_153828012-153828348_skipping	Germ cell tumor
SE=TKT:53234983-53235174_53233155-53233274_53240250-53240348_skipping	Germ cell tumor
SE=SUPT7L:27657345-27657669_27655364-27655602_27660983-27661388_skipping	Germ cell tumor
SE=HERC2:28274905-28275005_28272893-28273004_28280067-28280287_skipping	Germ cell tumor
SE=ZNF333:14695010-14695133_14693450-14693494_14695565-14695661_skipping	Germ cell tumor
SE=USP8:50495848-50496084_50493184-50494280_50497088-50497231_skipping	Germ cell tumor
SE=NALCN:101089846-101089966_101089662-101089761_101095573-101095680_skipping	Germ cell tumor
SE=PIK3CG:106867550-106869556_106865277-106865350_106872536-106872602_skipping	Germ cell tumor
SE=POLB:42349016-42349090_42344952-42345019_42350006-42350065_skipping	Germ cell tumor
SE=NFASC:204987425-204987540_204981883-204982020_204988632-204988806_skipping	Germ cell tumor
SE=PRPF18:13605631-13605744_13600243-13600348_13610038-13610185_skipping	Germ cell tumor
A3SS=UBE2D3:102826485-102826636_102826484-102826619_102827943-102828159_skipping	Germ cell tumor
A5SS=CES4A:67000857-67001046_67000856-67001002_67001307-67001461_skipping	Germ cell tumor
A3SS=WARS1:100374136-100374265_100374135-100374244_100375282-100375347_skipping	Germ cell tumor
SE=GJB1:71223187-71223335_71215233-71215290_71223691-71225202_skipping	Germ cell tumor
SE=ELAC2:12993687-12993831_12991611-12993045_12994424-12994503_skipping	Germ cell tumor
SE=ATP5F1C:7799772-7799915_7798989-7799194_7800026-7800052_skipping	Germ cell tumor
A5SS=ZNF707:143691073-143691232_143691072-143691199_143691596-143691713_skipping	Germ cell tumor
SE=GAS2L1:29308087-29308738_29306581-29307153_29310438-29310546_skipping	Germ cell tumor
SE=MYO6:75873207-75873300_75870646-75870685_75879819-75879950_skipping	Germ cell tumor
SE=RASAL3:15456104-15456248_15454656-15454893_15456501-15456599_skipping	Germ cell tumor
A3SS=RPS25:119017958-119018053_119017957-119018044_119018281-119018678_skipping	Germ cell tumor
SE=SUN1:843341-843520_841815-842130_848417-848421_skipping	Germ cell tumor
SE=TUFM:28844230-28844334_28843949-28844101_28844418-28844551_skipping	Germ cell tumor
SE=MED6:70585756-70585783_70583220-70584943_70591265-70591381_skipping	Germ cell tumor
SE=NAP1L4:2949227-2949264_2944436-2945646_2951258-2951315_skipping	Germ cell tumor
SE=POLL:101583508-101583681_101582762-101582891_101584601-101584720_skipping	Germ cell tumor
SE=FBLN2:13626445-13626579_13619729-13619831_13627831-13627969_skipping	Germ cell tumor
SE=KIF1A:240743942-240744060_240742928-240742984_240745426-240745517_skipping	Germ cell tumor
SE=PPP1R12B:202430731-202430810_202428534-202428929_202431479-202431619_skipping	Germ cell tumor
SE=PPIL2:21669913-21669962_21665999-21666131_21670565-21670611_skipping	Germ cell tumor
A3SS=FOXP1:70972011-70972676_70972010-70972180_70976940-70977042_skipping	Germ cell tumor
A5SS=SLC37A4:119029222-119029564_119029391-119029564_119028193-119028426_skipping	Germ cell tumor
SE=FOXP1:70972555-70972676_70972010-70972180_70976940-70977042_skipping	Germ cell tumor
SE=LMNB1:126777361-126777867_126777152-126777244_126804775-126804914_skipping	Germ cell tumor
SE=CERS2:150966476-150966629_150965172-150966288_150966755-150966862_skipping	Germ cell tumor
SE=SPG11:44621759-44621934_44620124-44620403_44622219-44622347_skipping	Germ cell tumor
SE=ANKIB1:92389971-92390116_92387974-92388041_92391165-92391344_skipping	Germ cell tumor
A5SS=ALG1L2:130094403-130094513_130094402-130094467_130096048-130096163_skipping	Germ cell tumor
SE=ERBIN:66024306-66024450_66023289-66023364_66025479-66025552_skipping	Germ cell tumor
SE=RGL3:11415937-11416148_11406721-11406831_11416613-11416662_skipping	Germ cell tumor
SE=ENSG00000288534:57791385-57791673_57789036-57789155_57794009-57794081_skipping	Germ cell tumor
SE=CTNND1:57789037-57789155_57761788-57762046_57794009-57794081_skipping	Germ cell tumor
SE=CTNND1:57791392-57791673_57789036-57789155_57794009-57794081_skipping	Germ cell tumor
SE=CTNND1:57791492-57791673_57789036-57789155_57794009-57794081_skipping	Germ cell tumor
SE=CTNND1:57791494-57791673_57789036-57789155_57794009-57794081_skipping	Germ cell tumor
SE=ZNF420:37089039-37089127_37080344-37080388_37090994-37091121_skipping	Germ cell tumor
SE=MNX1:157006479-157006639_157004852-157005873_157008997-157009435_skipping	Germ cell tumor
A5SS=UBE3A:25407067-25409207_25409087-25409207_25405460-25405502_skipping	Germ cell tumor
SE=TMC1:72577902-72578023_72521607-72521913_72616367-72616477_skipping	Germ cell tumor
SE=TKT:53234983-53235064_53233155-53233274_53240250-53240348_skipping	Germ cell tumor
SE=UBE3A:25407067-25407262_25405460-25405502_25409087-25409207_skipping	Germ cell tumor
SE=SPATA22:3443174-3443271_3440018-3440338_3446471-3446601_skipping	Germ cell tumor
A3SS=C1D:68045988-68046410_68045987-68046043_68047172-68047319_skipping	Germ cell tumor
SE=BRCC3:155072327-155072343_155071419-155071650_155073376-155073431_skipping	Germ cell tumor
SE=ARPC4:9803843-9804013_9801660-9801756_9806209-9806417_skipping	Germ cell tumor
SE=MEG3:100835739-100835879_100831015-100831094_100836166-100836212_skipping	Germ cell tumor
SE=WDPCP:63439757-63439855_63437452-63437554_63484603-63484663_skipping	Germ cell tumor
SE=WDPCP:63439757-63439871_63437420-63437554_63484603-63484663_skipping	Germ cell tumor
SE=PCNT:46397265-46397494_46391163-46391376_46398013-46398130_skipping	Germ cell tumor
SE=MEG3:100831421-100831534_100831015-100831094_100835738-100835879_skipping	Germ cell tumor
SE=BIN1:127053422-127053445_127051153-127051243_127053904-127054012_skipping	Germ cell tumor
SE=SMARCC2:56178022-56178093_56174530-56174764_56178403-56178534_skipping	Germ cell tumor
SE=ATP2B3:153562135-153562242_153560675-153560887_153564920-153565103_skipping	Germ cell tumor
SE=SMARCB1:23791756-23791894_23786965-23787262_23793558-23793688_skipping	Germ cell tumor
SE=ITGAX:31371084-31371214_31369980-31370098_31371629-31371784_skipping	Germ cell tumor
SE=PPP1R12B:202558877-202558893_202501858-202502005_202562777-202562922_skipping	Germ cell tumor
SE=MED1:39424627-39424738_39423696-39423821_39427700-39427790_skipping	Germ cell tumor
A5SS=MEG3:100829034-100829787_100829033-100829749_100832511-100832641_skipping	Germ cell tumor
SE=EARS2:23553044-23553123_23552148-23552304_23556889-23557177_skipping	Germ cell tumor
SE=SUN1:843206-843232_841815-842130_848417-848421_skipping	Germ cell tumor
SE=COL17A1:104064438-104064596_104063186-104063818_104070425-104070569_skipping	Germ cell tumor
SE=SNHG14:25081091-25081224_25076856-25076990_25082588-25082705_skipping	Germ cell tumor
SE=UMODL1:42122831-42123150_42121086-42121224_42126344-42126490_skipping	Germ cell tumor
SE=SRPK3:153778600-153778674_153777947-153778471_153778934-153780485_skipping	Germ cell tumor
A5SS=FXYD2:117824162-117824744_117824653-117824744_117822678-117822717_skipping	Germ cell tumor
SE=WDR7:56694950-56695198_56694618-56694760_56696241-56696462_skipping	Germ cell tumor
SE=MEG3:100831421-100831534_100829033-100829787_100836166-100836300_skipping	Germ cell tumor
SE=UBE3A:25407067-25407137_25405460-25405502_25409087-25409207_skipping	Germ cell tumor
SE=SNHG14:25091590-25091719_25086526-25087599_25093833-25093974_skipping	Germ cell tumor
A3SS=MYADM:53869690-53869838_53869753-53869838_53869405-53869598_skipping	Germ cell tumor
RI=MS4A1:60462185-60462533_60462184-60462298_60462417-60462533_skipping	Germ cell tumor
A5SS=MEG3:100829034-100829787_100829033-100829749_100836166-100836300_skipping	Germ cell tumor
A3SS=C11orf80:66803995-66804184_66803997-66804184_66801030-66801102_inclusion	Low-grade glioma
A5SS=VPS28:144425875-144426063_144425921-144426063_144424945-144425772_inclusion	Low-grade glioma
SE=ZNF211:57633713-57633905_57633215-57633436_57634628-57634755_inclusion	Low-grade glioma
SE=ZNF211:57633786-57633905_57633180-57633436_57634628-57634755_inclusion	Low-grade glioma
SE=SNHG11:38447930-38448093_38446886-38447623_38448665-38448730_inclusion	Low-grade glioma
SE=NCF1:74777554-74777701_74777266-74777347_74779081-74779157_inclusion	Low-grade glioma
SE=ENSG00000283602:140591670-140591752_140590874-140590991_140592023-140592101_inclusion	Low-grade glioma
SE=ENSG00000230615:44050950-44051107_44048453-44048486_44051289-44051494_inclusion	Low-grade glioma
SE=ENSG00000236021:176228185-176228249_176218533-176218646_176229088-176229364_inclusion	Low-grade glioma
SE=ATP5MF-PTCD1:99441390-99441487_99435177-99435268_99460085-99460193_inclusion	Low-grade glioma
SE=EPB41L1:36113693-36113799_36112425-36112480_36173763-36173954_inclusion	Low-grade glioma
A5SS=RPGRIP1:21321854-21322004_21321853-21321971_21324617-21325070_inclusion	Low-grade glioma
SE=SEPTIN10:109585126-109585321_109567814-109567976_109613797-109613937_inclusion	Low-grade glioma
SE=NELL1:20773517-20773640_20770819-20770900_20783679-20783830_inclusion	Low-grade glioma
SE=ST18:52217813-52217901_52214202-52214257_52220740-52220848_inclusion	Low-grade glioma
SE=ENSG00000271860:97309982-97310059_97305552-97306096_97423468-97423662_inclusion	Low-grade glioma
SE=LRRK2:40316278-40316403_40315211-40315300_40321033-40321188_inclusion	Low-grade glioma
A5SS=ADAMTSL3:84036773-84037004_84036772-84036987_84037762-84039427_inclusion	Low-grade glioma
SE=RNASEH2B-AS1:50886058-50886127_50882510-50882645_50889608-50889995_inclusion	Low-grade glioma
SE=ENSG00000287550:164815160-164815236_164806065-164806198_164821937-164821997_inclusion	Low-grade glioma
SE=CPSF4:99442997-99443175_99439112-99439185_99444788-99444839_inclusion	Low-grade glioma
SE=SS18:26079011-26079146_26078075-26078160_26082362-26082528_inclusion	Low-grade glioma
SE=FTX:74285915-74286170_74281701-74281848_74293351-74293574_inclusion	Low-grade glioma
SE=TSC1:132934466-132934540_132928766-132928952_132935032-132935095_inclusion	Low-grade glioma
SE=SCML1:17745456-17745539_17737550-17737680_17746014-17746098_inclusion	Low-grade glioma
SE=LINC01135:58896257-58896385_58785127-58785305_58899046-58901105_inclusion	Low-grade glioma
SE=PPM1K-DT:88311796-88311871_88284924-88285061_88316685-88316807_inclusion	Low-grade glioma
SE=DBI:119367559-119367644_119367080-119367463_119368187-119368305_inclusion	Low-grade glioma
SE=HFM1:91351549-91351643_91347428-91347476_91352505-91352651_inclusion	Low-grade glioma
SE=TIMM23B-AGAP6:49987165-49987234_49973011-49973142_49989307-49989376_inclusion	Low-grade glioma
SE=RPS6KA5:91052323-91052462_91001087-91001159_91060017-91060134_inclusion	Low-grade glioma
A3SS=PDLIM7:177491807-177491995_177491806-177491976_177492404-177492435_inclusion	Low-grade glioma
A5SS=CYREN:135168749-135169060_135168785-135169060_135167731-135167807_inclusion	Low-grade glioma
SE=RHNO1:2885283-2885534_2877222-2877282_2887910-2887934_inclusion	Low-grade glioma
SE=MYLK:123732896-123733102_123725943-123726078_123733686-123734222_inclusion	Low-grade glioma
SE=TBC1D5:17562019-17562142_17508473-17508605_17622647-17622765_inclusion	Low-grade glioma
A5SS=C1RL-AS1:7118899-7119026_7118898-7118944_7119499-7119553_inclusion	Low-grade glioma
SE=FNIP2:158808590-158808711_158769193-158769319_158825915-158826042_inclusion	Low-grade glioma
A5SS=AAAS:53321343-53321610_53321470-53321610_53320564-53320692_inclusion	Low-grade glioma
RI=DET1:88530623-88531715_88530622-88531473_88531612-88531715_inclusion	Low-grade glioma
SE=PHEX:22245949-22246073_22245332-22245409_22247850-22249312_inclusion	Low-grade glioma
SE=CTC1:8229142-8229206_8228502-8228629_8229301-8229446_inclusion	Low-grade glioma
SE=CTSC:88327244-88327358_88320810-88326443_88328111-88328196_inclusion	Low-grade glioma
SE=ACSF3:89141067-89141276_89133135-89133262_89145266-89145401_inclusion	Low-grade glioma
SE=GPR161:168134906-168135036_168104476-168104894_168137389-168137573_inclusion	Low-grade glioma
SE=ENSG00000245552:95232855-95232919_95232589-95232674_95233453-95234391_inclusion	Low-grade glioma
A3SS=AIRE:44294372-44294503_44294400-44294503_44293788-44293910_inclusion	Low-grade glioma
A5SS=CPM:68933130-68933171_68933141-68933171_68932677-68932840_inclusion	Low-grade glioma
SE=LINC01727:21577595-21577699_21570027-21570248_21612547-21612683_inclusion	Low-grade glioma
SE=LINC00836:25668216-25668330_25651734-25651799_25682520-25683385_inclusion	Low-grade glioma
SE=CFAP52:9585773-9585972_9576641-9576765_9586697-9586834_inclusion	Low-grade glioma
SE=LINC00882:107049797-107049902_106927834-106927994_107129887-107129992_inclusion	Low-grade glioma
SE=DISP1:222872271-222872428_222815086-222815171_222899780-222899865_inclusion	Low-grade glioma
A5SS=ENSG00000285756:3866922-3867806_3866949-3867806_3865042-3865142_inclusion	Low-grade glioma
SE=PMS1:189785346-189785471_189784512-189784564_189791789-189791941_inclusion	Low-grade glioma
