SpliceID	dPSI	Uniprot	Type	gene	Preference
TCTN1:110641023-110641149	0.119	Protein Domain	SE	TCTN1	Inclusion
TCTN1:110644966-110645129	0.123	Protein Domain	SE	TCTN1	Inclusion
TCTN1:110644966-110645129	0.195	Protein Domain	SE	TCTN1	Inclusion
TCTN1:110644966-110645143	0.482	Protein Domain	SE	TCTN1	Inclusion
TCTN1:110644991-110645129	0.12	Protein Domain	SE	TCTN1	Inclusion
TCTN1:110644991-110645129	0.197	Protein Domain	SE	TCTN1	Inclusion
TECTA:121166577-121166780	0.162	Protein Domain	SE	TECTA	Inclusion
TENM1:124645142-124645337	0.296	Protein Domain	SE	TENM1	Inclusion
TEP1:20406232-20406400	0.149	Protein Domain	SE	TEP1	Inclusion
THAP1:42839185-42839381	0.151	Protein Domain	SE	THAP1	Inclusion
THUMPD2:39768423-39768501	0.129	Protein Domain	SE	THUMPD2	Inclusion
TINF2:24241203-24241311	0.122	Protein Domain	SE	TINF2	Inclusion
TINF2:24241889-24241994	0.156	Protein Domain	SE	TINF2	Inclusion
TJP1:29800645-29800702	0.237	Protein Domain	SE	TJP1	Inclusion
TKFC:61343341-61343458	0.101	Protein Domain	SE	TKFC	Inclusion
TLE4:79652592-79652794	0.159	Protein Domain	SE	TLE4	Inclusion
TM7SF3:26976259-26976357	0.241	Protein Domain	SE	TM7SF3	Inclusion
TM7SF3:26979783-26979936	0.106	Protein Domain	SE	TM7SF3	Inclusion
TM7SF3:26980565-26980646	0.16	Protein Domain	SE	TM7SF3	Inclusion
TMEM135:87091361-87091395	0.206	Protein Domain	SE	TMEM135	Inclusion
TOP3A:18308312-18308424	0.557	Protein Domain	SE	TOP3A	Inclusion
TOP3A:18308350-18308424	0.11	Protein Domain	SE	TOP3A	Inclusion
TOP3A:18308350-18308424	0.285	Protein Domain	SE	TOP3A	Inclusion
TOP3A:18308412-18308424	0.495	Protein Domain	SE	TOP3A	Inclusion
TPCN2:69057577-69057694	0.161	Protein Domain	SE	TPCN2	Inclusion
TPCN2:69067502-69067605	0.164	Protein Domain	SE	TPCN2	Inclusion
TPCN2:69067502-69067605	0.233	Protein Domain	SE	TPCN2	Inclusion
TPCN2:69081399-69081499	0.24	Protein Domain	SE	TPCN2	Inclusion
TRMT10A:99550884-99550990	0.225	Protein Domain	SE	TRMT10A	Inclusion
TRMT10B:37763628-37763753	0.264	Protein Domain	SE	TRMT10B	Inclusion
TRMT10B:37763628-37763753	0.711	Protein Domain	SE	TRMT10B	Inclusion
TRMT10B:37763628-37763865	0.292	Protein Domain	SE	TRMT10B	Inclusion
TRMT10B:37763628-37763865	0.687	Protein Domain	SE	TRMT10B	Inclusion
TSEN2:12505153-12505231	0.207	Protein Domain	SE	TSEN2	Inclusion
TSEN2:12505153-12505231	0.255	Protein Domain	SE	TSEN2	Inclusion
TSEN2:12505153-12505231	0.557	Protein Domain	SE	TSEN2	Inclusion
TSEN2:12505153-12505231	0.656	Protein Domain	SE	TSEN2	Inclusion
TSEN2:12505153-12505231	0.679	Protein Domain	SE	TSEN2	Inclusion
TSEN2:12506707-12506835	0.337	Protein Domain	SE	TSEN2	Inclusion
TSEN2:12516610-12516661	0.239	Protein Domain	SE	TSEN2	Inclusion
TSEN2:12519058-12519197	0.388	Protein Domain	SE	TSEN2	Inclusion
TSEN2:12519058-12519197	0.529	Protein Domain	SE	TSEN2	Inclusion
TTBK2:42840359-42840433	0.108	Protein Domain	SE	TTBK2	Inclusion
TTBK2:42878548-42878684	0.194	Protein Domain	SE	TTBK2	Inclusion
TTLL3:9817644-9818920	0.108	Protein Domain	SE	TTLL3	Inclusion
TTLL3:9817644-9820741	0.145	Protein Domain	SE	TTLL3	Inclusion
TTLL3:9818554-9818920	0.159	Protein Domain	SE	TTLL3	Inclusion
TTLL3:9818821-9818920	0.149	Protein Domain	SE	TTLL3	Inclusion
TTLL7:83948627-83948695	0.255	Protein Domain	SE	TTLL7	Inclusion
TTN-AS1:178531313-178531578	0.231	Protein Domain	SE	AS1	Inclusion
TWNK:100990435-100990663	0.209	Protein Domain	SE	TWNK	Inclusion
TXNDC17:6641752-6641932	0.475	Protein Domain	SE	TXNDC17	Inclusion
TYK2:10369756-10369877	0.266	Protein Domain	SE	TYK2	Inclusion
TYW5:199936404-199936492	0.152	Protein Domain	SE	TYW5	Inclusion
UBA3:69071534-69071617	0.378	Protein Domain	SE	UBA3	Inclusion
UBE2D3:102825238-102825317	0.247	Protein Domain	SE	UBE2D3	Inclusion
UBE2D3:102825238-102825317	0.314	Protein Domain	SE	UBE2D3	Inclusion
UBE2F:237987962-237987992	0.12	Protein Domain	SE	UBE2F	Inclusion
UBE2F:237994743-237994809	0.172	Protein Domain	SE	UBE2F	Inclusion
UBE2F:238016532-238016633	0.109	Protein Domain	SE	UBE2F	Inclusion
UBE2G1:4296716-4296814	0.239	Protein Domain	SE	UBE2G1	Inclusion
UBE2Q2:75876186-75876271	0.137	Protein Domain	SE	UBE2Q2	Inclusion
UBE2Z:48912833-48912965	0.123	Protein Domain	SE	UBE2Z	Inclusion
UBE3B:109530546-109530658	0.138	Protein Domain	SE	UBE3B	Inclusion
UBL7:74448477-74448558	0.213	Protein Domain	SE	UBL7	Inclusion
UBL7:74448477-74448600	0.11	Protein Domain	SE	UBL7	Inclusion
UBR3:170014814-170014865	0.246	Protein Domain	SE	UBR3	Inclusion
UCHL5:193020306-193020381	0.147	Protein Domain	SE	UCHL5	Inclusion
ULK3:74838151-74838173	0.55	Protein Domain	SE	ULK3	Inclusion
ULK3:74838151-74838192	0.174	Protein Domain	SE	ULK3	Inclusion
UMPS:124742151-124742266	0.153	Protein Domain	SE	UMPS	Inclusion
UNC80:209894162-209894366	0.15	Protein Domain	SE	UNC80	Inclusion
UPB1:24521985-24522028	0.301	Protein Domain	SE	UPB1	Inclusion
UPB1:24523618-24523773	0.189	Protein Domain	SE	UPB1	Inclusion
USP10:84733434-84733503	0.107	Protein Domain	SE	USP10	Inclusion
USP10:84740308-84740369	0.211	Protein Domain	SE	USP10	Inclusion
USP13:179690243-179690301	0.119	Protein Domain	SE	USP13	Inclusion
USP14:178932-179037	0.139	Protein Domain	SE	USP14	Inclusion
USP25:15777903-15778027	0.268	Protein Domain	SE	USP25	Inclusion
USP31:23082437-23082557	0.206	Protein Domain	SE	USP31	Inclusion
USP32:60211012-60211118	0.182	Protein Domain	SE	USP32	Inclusion
USP32:60211012-60211118	0.191	Protein Domain	SE	USP32	Inclusion
USP32:60211375-60211514	0.115	Protein Domain	SE	USP32	Inclusion
USP34-DT:61480299-61480583	0.217	Protein Domain	SE	DT	Inclusion
USP34-DT:61480324-61480583	0.238	Protein Domain	SE	DT	Inclusion
USP35:78205841-78206035	0.561	Protein Domain	SE	USP35	Inclusion
USP35:78207529-78207623	0.124	Protein Domain	SE	USP35	Inclusion
USP35:78207529-78207623	0.368	Protein Domain	SE	USP35	Inclusion
USP40:233559810-233559924	0.134	Protein Domain	SE	USP40	Inclusion
USP40:233562735-233562803	0.134	Protein Domain	SE	USP40	Inclusion
USP5:6861442-6861617	0.13	Protein Domain	SE	USP5	Inclusion
USP5:6862469-6862558	0.153	Protein Domain	SE	USP5	Inclusion
USP8:50476848-50476997	0.108	Protein Domain	SE	USP8	Inclusion
UTP15:73579016-73579150	0.237	Protein Domain	SE	UTP15	Inclusion
VEZT:95282312-95282359	0.311	Protein Domain	SE	VEZT	Inclusion
VIPAS39:77441065-77441173	0.201	Protein Domain	SE	VIPAS39	Inclusion
VKORC1L1:65948670-65948780	0.13	Protein Domain	SE	VKORC1L1	Inclusion
VPS53:697203-697294	0.622	Protein Domain	SE	VPS53	Inclusion
VSIG10:118102988-118103170	0.157	Protein Domain	SE	VSIG10	Inclusion
WBP1:74459437-74459562	0.228	Protein Domain	SE	WBP1	Inclusion
WBP1:74459477-74459562	0.444	Protein Domain	SE	WBP1	Inclusion
WDFY3:84704337-84704444	0.131	Protein Domain	SE	WDFY3	Inclusion
WDFY3:84705393-84705511	0.146	Protein Domain	SE	WDFY3	Inclusion
WDFY3:84705393-84705511	0.304	Protein Domain	SE	WDFY3	Inclusion
WDR62:36073341-36073525	0.12	Protein Domain	SE	WDR62	Inclusion
WIZ:15428109-15428508	0.213	Protein Domain	SE	WIZ	Inclusion
WNK3:54309094-54309315	0.386	Protein Domain	SE	WNK3	Inclusion
XPO6:28177219-28177332	0.33	Protein Domain	SE	XPO6	Inclusion
YEATS2:183736717-183736829	0.278	Protein Domain	SE	YEATS2	Inclusion
YWHAZ:100924134-100924322	0.602	Protein Domain	SE	YWHAZ	Inclusion
ZBTB21:41992492-41994108	0.246	Protein Domain	SE	ZBTB21	Inclusion
ZBTB48:6585918-6586030	0.196	Protein Domain	SE	ZBTB48	Inclusion
ZBTB8OS:32627507-32627544	0.23	Protein Domain	SE	ZBTB8OS	Inclusion
ZBTB8OS:32631826-32631879	0.176	Protein Domain	SE	ZBTB8OS	Inclusion
ZBTB8OS:32633950-32634110	0.133	Protein Domain	SE	ZBTB8OS	Inclusion
ZDHHC18:26850300-26850438	0.194	Protein Domain	SE	ZDHHC18	Inclusion
ZDHHC3:44929305-44929436	0.284	Protein Domain	SE	ZDHHC3	Inclusion
ZDHHC3:44933117-44933199	0.589	Protein Domain	SE	ZDHHC3	Inclusion
ZFAND1:81717248-81717288	0.191	Protein Domain	SE	ZFAND1	Inclusion
ZFP1:75166769-75166896	0.146	Protein Domain	SE	ZFP1	Inclusion
ZFYVE21:103729792-103729846	0.133	Protein Domain	SE	ZFYVE21	Inclusion
ZKSCAN8:28148315-28148824	0.128	Protein Domain	SE	ZKSCAN8	Inclusion
ZKSCAN8:28148315-28148824	0.235	Protein Domain	SE	ZKSCAN8	Inclusion
ZKSCAN8:28148315-28148838	0.257	Protein Domain	SE	ZKSCAN8	Inclusion
ZKSCAN8:28148315-28148838	0.338	Protein Domain	SE	ZKSCAN8	Inclusion
ZNF131:43174446-43174494	0.103	Protein Domain	SE	ZNF131	Inclusion
ZNF141:343781-343908	0.27	Protein Domain	SE	ZNF141	Inclusion
ZNF141:344334-344430	0.309	Protein Domain	SE	ZNF141	Inclusion
ZNF234:44149770-44149976	0.176	Protein Domain	SE	ZNF234	Inclusion
ZNF333:14716111-14716238	0.168	Protein Domain	SE	ZNF333	Inclusion
ZNF346:177041777-177041870	0.148	Protein Domain	SE	ZNF346	Inclusion
ZNF346:177041777-177041870	0.188	Protein Domain	SE	ZNF346	Inclusion
ZNF385D:21436969-21437203	0.176	Protein Domain	SE	ZNF385D	Inclusion
ZNF385D:21510860-21511023	0.158	Protein Domain	SE	ZNF385D	Inclusion
ZNF420:37090994-37091121	0.19	Protein Domain	SE	ZNF420	Inclusion
ZNF44:12272486-12274063	0.18	Protein Domain	SE	ZNF44	Inclusion
ZNF514:95152673-95152769	0.259	Protein Domain	SE	ZNF514	Inclusion
ZNF516:76371466-76371571	0.432	Protein Domain	SE	ZNF516	Inclusion
ZNF519:14124349-14124476	0.392	Protein Domain	SE	ZNF519	Inclusion
ZNF549:57535143-57535270	0.168	Protein Domain	SE	ZNF549	Inclusion
ZNF573:37759046-37759139	0.136	Protein Domain	SE	ZNF573	Inclusion
ZNF592:84790704-84790872	0.436	Protein Domain	SE	ZNF592	Inclusion
ZNF618:114008476-114008554	0.156	Protein Domain	SE	ZNF618	Inclusion
ZNF655:99562348-99562494	0.125	Protein Domain	SE	ZNF655	Inclusion
ZNF678:227646543-227646670	0.264	Protein Domain	SE	ZNF678	Inclusion
ZNF682:20015773-20015837	0.198	Protein Domain	SE	ZNF682	Inclusion
ZNF7:144829042-144829604	0.27	Protein Domain	SE	ZNF7	Inclusion
ZNF721:472574-472701	0.145	Protein Domain	SE	ZNF721	Inclusion
ZNF721:472574-472701	0.382	Protein Domain	SE	ZNF721	Inclusion
ZNF772:57475659-57475786	0.187	Protein Domain	SE	ZNF772	Inclusion
ZNF778:89223156-89223283	0.204	Protein Domain	SE	ZNF778	Inclusion
ZNF790-AS1:36823730-36823821	0.192	Protein Domain	SE	AS1	Inclusion
ZNF875:37335168-37335257	0.135	Protein Domain	SE	ZNF875	Inclusion
ZSCAN23:28435858-28436343	0.259	Protein Domain	SE	ZSCAN23	Inclusion
AASS:122078861-122079712	0.109	Modification	RI	AASS	Inclusion
AASS:122098744-122101680	0.151	Modification	RI	AASS	Inclusion
ABL2:179107717-179109441	0.342	Modification	RI	ABL2	Inclusion
ACADVL:7224320-7224552	0.249	Modification	RI	ACADVL	Inclusion
ADSL:40361487-40363071	0.432	Modification	RI	ADSL	Inclusion
AKR1B1:134447297-134448061	0.194	Modification	RI	AKR1B1	Inclusion
ARSJ:113978436-113979647	0.161	Modification	RI	ARSJ	Inclusion
ATF3:212619045-212619555	0.509	Modification	RI	ATF3	Inclusion
ATP5F1D:1244314-1244825	0.102	Modification	RI	ATP5F1D	Inclusion
BRD2:32976561-32977570	0.285	Modification	RI	BRD2	Inclusion
C2CD2L:119112699-119113988	0.114	Modification	RI	C2CD2L	Inclusion
C2orf49:105342847-105343223	0.13	Modification	RI	C2orf49	Inclusion
CEP170:243185778-243186422	0.119	Modification	RI	CEP170	Inclusion
CIRBP:1271980-1274440	0.207	Modification	RI	CIRBP	Inclusion
CLK1:200859679-200861466	0.544	Modification	RI	CLK1	Inclusion
CLK4:178616881-178618778	0.582	Modification	RI	CLK4	Inclusion
CTNND1:57805541-57806983	0.113	Modification	RI	CTNND1	Inclusion
CUL2:35031490-35032494	0.278	Modification	RI	CUL2	Inclusion
CYB5R3:42636584-42636846	0.453	Modification	RI	CYB5R3	Inclusion
DDIT3:57517268-57517753	0.152	Modification	RI	DDIT3	Inclusion
DNAJC11:6652828-6654039	0.142	Modification	RI	DNAJC11	Inclusion
EIF2B5:184140079-184140730	0.217	Modification	RI	EIF2B5	Inclusion
EIF3I:32228726-32229208	0.304	Modification	RI	EIF3I	Inclusion
EXOSC2:130699328-130702310	0.169	Modification	RI	EXOSC2	Inclusion
EZH2:148816683-148818117	0.12	Modification	RI	EZH2	Inclusion
FAM214B:35107380-35108349	0.168	Modification	RI	FAM214B	Inclusion
GLYR1:4803202-4805310	0.117	Modification	RI	GLYR1	Inclusion
GORASP1:39100304-39100877	0.131	Modification	RI	GORASP1	Inclusion
GORASP1:39100304-39100877	0.148	Modification	RI	GORASP1	Inclusion
HAT1:171965786-171966949	0.557	Modification	RI	HAT1	Inclusion
HINT1:131159295-131162676	0.186	Modification	RI	HINT1	Inclusion
HMBS:119088634-119089131	0.103	Modification	RI	HMBS	Inclusion
HNRNPA2B1:26190992-26192577	0.192	Modification	RI	HNRNPA2B1	Inclusion
HNRNPH1:179620891-179621397	0.176	Modification	RI	HNRNPH1	Inclusion
HNRNPH3:68337198-68338687	0.114	Modification	RI	HNRNPH3	Inclusion
HNRNPL:38840095-38840559	0.121	Modification	RI	HNRNPL	Inclusion
HSD17B10:53431257-53432116	0.137	Modification	RI	HSD17B10	Inclusion
HSP90B1:103931520-103932418	0.128	Modification	RI	HSP90B1	Inclusion
LRPPRC:43973794-43974758	0.536	Modification	RI	LRPPRC	Inclusion
MAP3K12:53486946-53487428	0.155	Modification	RI	MAP3K12	Inclusion
MAP3K14:45270412-45271221	0.224	Modification	RI	MAP3K14	Inclusion
MAPK12:50255614-50256199	0.222	Modification	RI	MAPK12	Inclusion
MARS1:57516244-57516655	0.199	Modification	RI	MARS1	Inclusion
MECR:29195940-29196258	0.112	Modification	RI	MECR	Inclusion
MYO9B:17211650-17213284	0.108	Modification	RI	MYO9B	Inclusion
NGDN:23475170-23476152	0.117	Modification	RI	NGDN	Inclusion
NOL6:33469206-33470191	0.353	Modification	RI	NOL6	Inclusion
OXSM:25790989-25791997	0.122	Modification	RI	OXSM	Inclusion
PABPC4:39563613-39564542	0.108	Modification	RI	PABPC4	Inclusion
PABPC4:39563613-39564542	0.145	Modification	RI	PABPC4	Inclusion
PPIE:39741894-39743297	0.128	Modification	RI	PPIE	Inclusion
PPP1R8:27850092-27851676	0.406	Modification	RI	PPP1R8	Inclusion
RAF1:12585121-12587637	0.215	Modification	RI	RAF1	Inclusion
RBM3:48575560-48576083	0.171	Modification	RI	RBM3	Inclusion
RBMX:136872267-136875168	0.227	Modification	RI	RBMX	Inclusion
REXO2:114444154-114444652	0.129	Modification	RI	REXO2	Inclusion
RIPK1:3082546-3083313	0.125	Modification	RI	RIPK1	Inclusion
RPL18:48616078-48617423	0.262	Modification	RI	RPL18	Inclusion
RPS9:54206275-54206724	0.287	Modification	RI	RPS9	Inclusion
SBF1:50448232-50448650	0.121	Modification	RI	SBF1	Inclusion
SLC7A6:68297233-68301819	0.179	Modification	RI	SLC7A6	Inclusion
SMAD3:67166530-67166853	0.22	Modification	RI	SMAD3	Inclusion
SMARCE1:40631591-40636102	0.784	Modification	RI	SMARCE1	Inclusion
SNAP23:42512954-42513447	0.132	Modification	RI	SNAP23	Inclusion
TCF3:1615284-1615821	0.129	Modification	RI	TCF3	Inclusion
TCF3:1615284-1615821	0.297	Modification	RI	TCF3	Inclusion
TECR:14563657-14563903	0.212	Modification	RI	TECR	Inclusion
TRA2A:23521706-23522432	0.247	Modification	RI	TRA2A	Inclusion
TRA2A:23521706-23522432	0.31	Modification	RI	TRA2A	Inclusion
TSC2:2081594-2082504	0.23	Modification	RI	TSC2	Inclusion
YKT6:44208132-44211124	0.107	Modification	RI	YKT6	Inclusion
B4GALNT1:57627617-57628262	0.287	Disulfide Bond	RI	B4GALNT1	Inclusion
BTN3A3:26443956-26445985	0.316	Disulfide Bond	RI	BTN3A3	Inclusion
CTSA:45892724-45893311	0.108	Disulfide Bond	RI	CTSA	Inclusion
CTSA:45892724-45894072	0.258	Disulfide Bond	RI	CTSA	Inclusion
HEXA:72345445-72346325	0.214	Disulfide Bond	RI	HEXA	Inclusion
IL17RC:9923880-9924291	0.117	Disulfide Bond	RI	IL17RC	Inclusion
ITGA3:50076583-50077447	0.436	Disulfide Bond	RI	ITGA3	Inclusion
OBSL1:219552535-219553024	0.154	Disulfide Bond	RI	OBSL1	Inclusion
TAPBPL:6457405-6457744	0.132	Disulfide Bond	RI	TAPBPL	Inclusion
ARSJ:113978436-113979647	0.161	Signal	RI	ARSJ	Inclusion
BTN3A3:26443956-26445985	0.316	Signal	RI	BTN3A3	Inclusion
CYB5R3:42636584-42636846	0.453	Signal	RI	CYB5R3	Inclusion
HSP90B1:103931520-103932418	0.128	Signal	RI	HSP90B1	Inclusion
MRPL52:22829886-22830110	0.107	Signal	RI	MRPL52	Inclusion
MSH5:31743903-31744299	0.177	Signal	RI	MSH5	Inclusion
MSH5:31743903-31744299	0.291	Signal	RI	MSH5	Inclusion
PLPP5:38267896-38268990	0.108	Signal	RI	PLPP5	Inclusion
STING1:139481158-139481704	0.107	Signal	RI	STING1	Inclusion
AASS:122078861-122079712	0.109	Protein Domain	RI	AASS	Inclusion
AASS:122098744-122101680	0.151	Protein Domain	RI	AASS	Inclusion
ABCA7:1056906-1058747	0.174	Protein Domain	RI	ABCA7	Inclusion
ABHD1:27128944-27129361	0.347	Protein Domain	RI	ABHD1	Inclusion
ACADM:75732852-75733628	0.102	Protein Domain	RI	ACADM	Inclusion
ACADVL:7224320-7224552	0.249	Protein Domain	RI	ACADVL	Inclusion
ACCS:44077844-44078784	0.281	Protein Domain	RI	ACCS	Inclusion
ADSL:40360401-40361342	0.392	Protein Domain	RI	ADSL	Inclusion
ADSL:40361487-40363071	0.432	Protein Domain	RI	ADSL	Inclusion
AKAP8L:15397713-15400864	0.238	Protein Domain	RI	AKAP8L	Inclusion
AKR1B1:134447297-134448061	0.194	Protein Domain	RI	AKR1B1	Inclusion
ALG5:36993603-36995596	0.568	Protein Domain	RI	ALG5	Inclusion
AP3B2:82663126-82663620	0.213	Protein Domain	RI	AP3B2	Inclusion
AP3B2:82688735-82689232	0.249	Protein Domain	RI	AP3B2	Inclusion
APTX:32987543-32988129	0.12	Protein Domain	RI	APTX	Inclusion
ARHGAP9:57476589-57476963	0.25	Protein Domain	RI	ARHGAP9	Inclusion
ARSJ:113978436-113979647	0.161	Protein Domain	RI	ARSJ	Inclusion
ATF3:212619045-212619555	0.509	Protein Domain	RI	ATF3	Inclusion
ATP11A:112857817-112859452	0.212	Protein Domain	RI	ATP11A	Inclusion
B4GALNT1:57627617-57628262	0.287	Protein Domain	RI	B4GALNT1	Inclusion
BBS2:56498436-56499907	0.613	Protein Domain	RI	BBS2	Inclusion
BCKDK:31109672-31110124	0.117	Protein Domain	RI	BCKDK	Inclusion
BCS1L:218662196-218662679	0.249	Protein Domain	RI	BCS1L	Inclusion
BEND7:13441087-13447316	0.242	Protein Domain	RI	BEND7	Inclusion
BRD2:32976561-32977570	0.285	Protein Domain	RI	BRD2	Inclusion
BRPF1:9742024-9742541	0.303	Protein Domain	RI	BRPF1	Inclusion
BTN3A1:26409893-26410032	0.164	Protein Domain	RI	BTN3A1	Inclusion
BTN3A3:26443956-26445985	0.316	Protein Domain	RI	BTN3A3	Inclusion
CCNK:99500765-99502376	0.196	Protein Domain	RI	CCNK	Inclusion
CIITA:10906498-10909187	0.23	Protein Domain	RI	CIITA	Inclusion
CIRBP:1271980-1274440	0.207	Protein Domain	RI	CIRBP	Inclusion
CLK1:200859679-200861466	0.544	Protein Domain	RI	CLK1	Inclusion
CLK4:178616881-178618778	0.582	Protein Domain	RI	CLK4	Inclusion
CPNE1:35630438-35631034	0.167	Protein Domain	RI	CPNE1	Inclusion
CPNE1:35632162-35632385	0.205	Protein Domain	RI	CPNE1	Inclusion
CUL2:35031490-35032494	0.278	Protein Domain	RI	CUL2	Inclusion
CYB5R3:42636584-42636846	0.453	Protein Domain	RI	CYB5R3	Inclusion
DDX51:132140830-132141420	0.236	Protein Domain	RI	DDX51	Inclusion
DENND5A:9142721-9143485	0.134	Protein Domain	RI	DENND5A	Inclusion
DENND6B:50316024-50316475	0.325	Protein Domain	RI	DENND6B	Inclusion
DUS3L:5786748-5787171	0.169	Protein Domain	RI	DUS3L	Inclusion
DUSP18:30661444-30664080	0.155	Protein Domain	RI	DUSP18	Inclusion
DXO:31970605-31971147	0.207	Protein Domain	RI	DXO	Inclusion
EIF2B5:184143051-184144224	0.205	Protein Domain	RI	EIF2B5	Inclusion
ENSG00000124593:41783461-41784238	0.113	Protein Domain	RI	ENSG00000124593	Inclusion
EXOSC2:130699328-130702310	0.169	Protein Domain	RI	EXOSC2	Inclusion
EZH2:148816683-148818117	0.12	Protein Domain	RI	EZH2	Inclusion
FBF1:75913912-75914298	0.636	Protein Domain	RI	FBF1	Inclusion
GALT:34647088-34648171	0.121	Protein Domain	RI	GALT	Inclusion
GARS1:30628559-30632437	0.256	Protein Domain	RI	GARS1	Inclusion
GMPPA:219504082-219506072	0.252	Protein Domain	RI	GMPPA	Inclusion
GORASP1:39100304-39100877	0.131	Protein Domain	RI	GORASP1	Inclusion
GORASP1:39100304-39100877	0.148	Protein Domain	RI	GORASP1	Inclusion
HDAC7:47791870-47792669	0.184	Protein Domain	RI	HDAC7	Inclusion
HEXA:72345445-72346325	0.214	Protein Domain	RI	HEXA	Inclusion
HINT1:131159295-131162676	0.186	Protein Domain	RI	HINT1	Inclusion
HMBS:119088634-119089131	0.103	Protein Domain	RI	HMBS	Inclusion
HNRNPH1:179620891-179621397	0.176	Protein Domain	RI	HNRNPH1	Inclusion
HNRNPH3:68337198-68338687	0.114	Protein Domain	RI	HNRNPH3	Inclusion
HNRNPL:38840095-38840559	0.121	Protein Domain	RI	HNRNPL	Inclusion
IARS1:92285721-92287910	0.272	Protein Domain	RI	IARS1	Inclusion
IL17RC:9923880-9924291	0.117	Protein Domain	RI	IL17RC	Inclusion
ITGA3:50076583-50077447	0.436	Protein Domain	RI	ITGA3	Inclusion
ITSN1:33829005-33829745	0.365	Protein Domain	RI	ITSN1	Inclusion
LARS1:146130017-146133081	0.721	Protein Domain	RI	LARS1	Inclusion
LRPPRC:43973794-43974758	0.536	Protein Domain	RI	LRPPRC	Inclusion
MAP3K14:45270412-45271221	0.224	Protein Domain	RI	MAP3K14	Inclusion
MAPK12:50255614-50256199	0.222	Protein Domain	RI	MAPK12	Inclusion
MARS1:57516244-57516655	0.199	Protein Domain	RI	MARS1	Inclusion
MATR3:139314674-139316188	0.215	Protein Domain	RI	MATR3	Inclusion
MDP1:24215551-24215797	0.442	Protein Domain	RI	MDP1	Inclusion
MECR:29195940-29196258	0.112	Protein Domain	RI	MECR	Inclusion
MOGS:74464895-74465400	0.124	Protein Domain	RI	MOGS	Inclusion
MRNIP:179853196-179853437	0.449	Protein Domain	RI	MRNIP	Inclusion
MSL3:11759633-11759875	0.222	Protein Domain	RI	MSL3	Inclusion
MSL3:11760836-11762252	0.195	Protein Domain	RI	MSL3	Inclusion
MSTO1:155610240-155610560	0.16	Protein Domain	RI	MSTO1	Inclusion
MSTO1:155611215-155611603	0.31	Protein Domain	RI	MSTO1	Inclusion
MTMR2:95862271-95865676	0.243	Protein Domain	RI	MTMR2	Inclusion
MTO1:73479935-73480367	0.332	Protein Domain	RI	MTO1	Inclusion
NAGK:71072640-71073594	0.125	Protein Domain	RI	NAGK	Inclusion
NDUFS2:161213863-161214299	0.103	Protein Domain	RI	NDUFS2	Inclusion
NOL6:33469206-33470191	0.353	Protein Domain	RI	NOL6	Inclusion
OBSL1:219552535-219553024	0.154	Protein Domain	RI	OBSL1	Inclusion
OXSM:25790989-25791997	0.122	Protein Domain	RI	OXSM	Inclusion
PABPC4:39563613-39564542	0.108	Protein Domain	RI	PABPC4	Inclusion
PABPC4:39563613-39564542	0.145	Protein Domain	RI	PABPC4	Inclusion
PDHB:58429707-58430238	0.129	Protein Domain	RI	PDHB	Inclusion
PIDD1:800761-801120	0.146	Protein Domain	RI	PIDD1	Inclusion
PIP5KL1:127927152-127927331	0.109	Protein Domain	RI	PIP5KL1	Inclusion
PLCD1:38008457-38009158	0.184	Protein Domain	RI	PLCD1	Inclusion
PLCD4:218636470-218637173	0.384	Protein Domain	RI	PLCD4	Inclusion
PLPP5:38267896-38268990	0.108	Protein Domain	RI	PLPP5	Inclusion
POLD1:50415723-50416528	0.103	Protein Domain	RI	POLD1	Inclusion
POMGNT1:46194552-46195924	0.318	Protein Domain	RI	POMGNT1	Inclusion
POMT2:77278728-77279928	0.326	Protein Domain	RI	POMT2	Inclusion
POMT2:77283796-77285041	0.458	Protein Domain	RI	POMT2	Inclusion
POMT2:77286743-77287271	0.318	Protein Domain	RI	POMT2	Inclusion
PPIE:39741894-39743297	0.128	Protein Domain	RI	PPIE	Inclusion
PPIL2:21670565-21671059	0.178	Protein Domain	RI	PPIL2	Inclusion
PRKRA:178444421-178445883	0.167	Protein Domain	RI	PRKRA	Inclusion
RAF1:12585121-12587637	0.215	Protein Domain	RI	RAF1	Inclusion
RAF1:12608765-12609335	0.257	Protein Domain	RI	RAF1	Inclusion
RBM3:48575560-48576083	0.171	Protein Domain	RI	RBM3	Inclusion
REXO2:114444154-114444652	0.129	Protein Domain	RI	REXO2	Inclusion
RHOT2:670122-670357	0.438	Protein Domain	RI	RHOT2	Inclusion
RIPK1:3082546-3083313	0.125	Protein Domain	RI	RIPK1	Inclusion
RMND1:151421244-151423631	0.119	Protein Domain	RI	RMND1	Inclusion
RNASEK-C17orf49:7014144-7015156	0.178	Protein Domain	RI	C17orf49	Inclusion
RPL18:48616078-48617423	0.262	Protein Domain	RI	RPL18	Inclusion
RPS9:54206275-54206724	0.287	Protein Domain	RI	RPS9	Inclusion
SBF1:50448232-50448650	0.121	Protein Domain	RI	SBF1	Inclusion
SCLY:238091217-238094522	0.343	Protein Domain	RI	SCLY	Inclusion
SLC22A5:132384146-132387151	0.159	Protein Domain	RI	SLC22A5	Inclusion
